5.010558704	9.695359715	8.372310806
5.006842744	10.40397266	8.28978819
3.976955679	9.992276429	9.000408487
3.587662683	10.90264404	8.039882206
3.235473758	11.08622622	10.06815013
2.849390415	12.03701399	9.265289431
2.954153357	11.06863613	11.30297983
2.919650085	12.5560508	11.14971643
2.96742424	9.863032585	14.29392096
3.257133009	11.19217163	13.99947478
3.631206654	9.882024679	16.7182535
3.457927274	10.62288041	16.80795505
4.001837813	9.426573827	18.58169561
4.250432504	10.20380552	18.75009804
3.342985413	9.849604352	13.99343333
3.633483987	9.701046032	16.40121947
